Ort,PLZ,Gemeindename,Kanton,Sprache
Gunzwil,6222,Beromünster,LU,de
Schlierbach,6231,Schlierbach,LU,de
Geuensee,6232,Geuensee,LU,de
Büron,6233,Büron,LU,de
Triengen,6234,Triengen,LU,de
Kulmerau,6234,Triengen,LU,de
Winikon,6235,Triengen,LU,de
Wilihof,6236,Triengen,LU,de
Wauwil,6242,Wauwil,LU,de
Egolzwil,6243,Egolzwil,LU,de
Nebikon,6244,Nebikon,LU,de
Ebersecken,6245,Ebersecken,LU,de
Altishofen,6246,Altishofen,LU,de
Schötz,6247,Schötz,LU,de
Alberswil,6248,Alberswil,LU,de
Dagmersellen,6252,Dagmersellen,LU,de
Uffikon,6253,Dagmersellen,LU,de
Reiden,6260,Reiden,LU,de
Reidermoos,6260,Reiden,LU,de
Mehlsecken,6260,Reiden,LU,de
Hintermoos,6260,Wikon,LU,de
Langnau b. Reiden,6262,Reiden,LU,de
Richenthal,6263,Reiden,LU,de
Pfaffnau,6264,Pfaffnau,LU,de
Roggliswil,6265,Roggliswil,LU,de
Eschenbach LU,6274,Eschenbach (LU),LU,de
Ballwil,6275,Ballwil,LU,de
Hohenrain,6276,Hohenrain,LU,de
Kleinwangen,6277,Hohenrain,LU,de
Lieli LU,6277,Hohenrain,LU,de
Hochdorf,6280,Hochdorf,LU,de
Urswil,6280,Hochdorf,LU,de
Baldegg,6283,Hochdorf,LU,de
Gelfingen,6284,Hitzkirch,LU,de
Sulz LU,6284,Hitzkirch,LU,de
Hitzkirch,6285,Hitzkirch,LU,de
Retschwil,6285,Hitzkirch,LU,de
Altwis,6286,Altwis,LU,de
Aesch LU,6287,Aesch (LU),LU,de
Schongau,6288,Schongau,LU,de
Müswangen,6289,Hitzkirch,LU,de
Hämikon,6289,Hitzkirch,LU,de
Hämikon,6289,Hitzkirch,LU,de
Ermensee,6294,Ermensee,LU,de
Mosen,6295,Hitzkirch,LU,de
Zug,6300,Zug,ZG,de
Zugerberg,6300,Zug,ZG,de
Steinhausen,6312,Steinhausen,ZG,de
Menzingen,6313,Menzingen,ZG,de
Edlibach,6313,Menzingen,ZG,de
Finstersee,6313,Menzingen,ZG,de
Unterägeri,6314,Unterägeri,ZG,de
Neuägeri,6314,Unterägeri,ZG,de
Oberägeri,6315,Oberägeri,ZG,de
Alosen,6315,Oberägeri,ZG,de
Morgarten,6315,Oberägeri,ZG,de
Oberwil b. Zug,6317,Zug,ZG,de
Walchwil,6318,Walchwil,ZG,de
Allenwinden,6319,Baar,ZG,de
Cham,6330,Cham,ZG,de
Hünenberg,6331,Hünenberg,ZG,de
Hagendorn,6332,Cham,ZG,de
Hünenberg See,6333,Hünenberg,ZG,de
Baar,6340,Baar,ZG,de
Sihlbrugg,6340,Neuheim,ZG,de
Rotkreuz,6343,Risch,ZG,de
Buonas,6343,Risch,ZG,de
Risch,6343,Risch,ZG,de
Holzhäusern ZG,6343,Risch,ZG,de
Meierskappel,6344,Meierskappel,LU,de
Neuheim,6345,Neuheim,ZG,de
Weggis,6353,Weggis,LU,de
Vitznau,6354,Vitznau,LU,de
Rigi Kaltbad,6356,Weggis,LU,de
Stansstad,6362,Stansstad,NW,de
Bürgenstock,6363,Ennetbürgen,NW,de
Obbürgen,6363,Stansstad,NW,de
Fürigen,6363,Stansstad,NW,de
Kehrsiten,6365,Stansstad,NW,de
Oberdorf NW,6370,Oberdorf (NW),NW,de
Stans,6370,Stans,NW,de
Ennetmoos,6372,Ennetmoos,NW,de
Ennetbürgen,6373,Ennetbürgen,NW,de
Buochs,6374,Buochs,NW,de
Beckenried,6375,Beckenried,NW,de
Emmetten,6376,Emmetten,NW,de
Seelisberg,6377,Seelisberg,UR,de
Büren NW,6382,Oberdorf (NW),NW,de
Dallenwil,6383,Dallenwil,NW,de
Wiesenberg,6383,Dallenwil,NW,de
Wirzweli,6383,Dallenwil,NW,de
Niederrickenbach,6383,Oberdorf (NW),NW,de
Wolfenschiessen,6386,Wolfenschiessen,NW,de
Oberrickenbach,6387,Wolfenschiessen,NW,de
Grafenort,6388,Engelberg,OW,de
Engelberg,6390,Engelberg,OW,de
Merlischachen,6402,Küssnacht (SZ),SZ,de
Küssnacht am Rigi,6403,Küssnacht (SZ),SZ,de
Greppen,6404,Greppen,LU,de
Immensee,6405,Küssnacht (SZ),SZ,de
Rigi Scheidegg,6410,Gersau,SZ,de
Goldau,6410,Arth,SZ,de
Rigi Klösterli,6410,Arth,SZ,de
Rigi Staffel,6410,Arth,SZ,de
Rigi Kulm,6410,Arth,SZ,de
Oberarth,6414,Arth,SZ,de
Arth,6415,Arth,SZ,de
Steinerberg,6416,Steinerberg,SZ,de
Sattel,6417,Sattel,SZ,de
Rothenthurm,6418,Rothenthurm,SZ,de
Steinen,6422,Steinen,SZ,de
Seewen SZ,6423,Schwyz,SZ,de
Lauerz,6424,Lauerz,SZ,de
Schwyz,6430,Schwyz,SZ,de
Rickenbach b. Schwyz,6432,Schwyz,SZ,de
Stoos SZ,6433,Morschach,SZ,de
Illgau,6434,Illgau,SZ,de
Muotathal,6436,Muotathal,SZ,de
Bisisthal,6436,Muotathal,SZ,de
Ried (Muotathal),6436,Muotathal,SZ,de
Ibach,6438,Schwyz,SZ,de
Brunnen,6440,Ingenbohl,SZ,de
Rütli,6441,Seelisberg,UR,de
Gersau,6442,Gersau,SZ,de
Morschach,6443,Morschach,SZ,de
Sisikon,6452,Sisikon,UR,de
Riemenstalden,6452,Riemenstalden,SZ,de
Flüelen,6454,Flüelen,UR,de
Altdorf UR,6460,Altdorf (UR),UR,de
Isenthal,6461,Isenthal,UR,de
Seedorf UR,6462,Seedorf (UR),UR,de
Bürglen UR,6463,Bürglen (UR),UR,de
Spiringen,6464,Spiringen,UR,de
Unterschächen,6465,Unterschächen,UR,de
Bauen,6466,Bauen,UR,de
Schattdorf,6467,Schattdorf,UR,de
Attinghausen,6468,Attinghausen,UR,de
Haldi b. Schattdorf,6469,Schattdorf,UR,de
Erstfeld,6472,Erstfeld,UR,de
Silenen,6473,Silenen,UR,de
Amsteg,6474,Silenen,UR,de
Bristen,6475,Silenen,UR,de
Intschi,6476,Gurtnellen,UR,de
Gurtnellen,6482,Gurtnellen,UR,de
Wassen,6484,Wassen,UR,de
Meien,6485,Wassen,UR,de
Göschenen,6487,Göschenen,UR,de
Andermatt,6490,Andermatt,UR,de
Realp,6491,Realp,UR,de
Hospental,6493,Hospental,UR,de
Bellinzona,6500,Bellinzona,TI,it
Bellinzona,6503,Bellinzona,TI,it
Giubiasco,6512,Bellinzona,TI,it
Monte Carasso,6513,Bellinzona,TI,it
Sementina,6514,Bellinzona,TI,it
Gudo,6515,Bellinzona,TI,it
Cugnasco,6516,Cugnasco-Gerra,TI,it
Arbedo,6517,Arbedo-Castione,TI,it
Gorduno,6518,Bellinzona,TI,it
Preonzo,6523,Bellinzona,TI,it
Moleno,6524,Bellinzona,TI,it
Gnosca,6525,Bellinzona,TI,it
Prosito,6526,Riviera,TI,it
Lodrino,6527,Riviera,TI,it
Camorino,6528,Bellinzona,TI,it
Castione,6532,Arbedo-Castione,TI,it
Lumino,6533,Lumino,TI,it
S. Vittore,6534,San Vittore,GR,it
S. Vittore,6534,San Vittore,GR,it
Roveredo GR,6535,Roveredo (GR),GR,it
Grono,6537,Grono,GR,it
Verdabbio,6538,Grono,GR,it
Verdabbio,6538,Grono,GR,it
Castaneda,6540,Castaneda,GR,it
Sta. Maria in Calanca,6541,Santa Maria in Calanca,GR,it
Buseno,6542,Buseno,GR,it
Arvigo,6543,Calanca,GR,it
Braggio,6544,Calanca,GR,it
Selma,6545,Calanca,GR,it
Cauco,6546,Calanca,GR,it
Rossa,6548,Rossa,GR,it
Augio,6548,Rossa,GR,it
Sta. Domenica,6548,Rossa,GR,it
Laura,6549,Roveredo (GR),GR,it
Leggia,6556,Grono,GR,it
Cama,6557,Cama,GR,it
Lostallo,6558,Lostallo,GR,it
Soazza,6562,Soazza,GR,it
Mesocco,6563,Mesocco,GR,it
S. Bernardino,6565,Mesocco,GR,it
Indemini,6571,Gambarogno,TI,it
Quartino,6572,Gambarogno,TI,it
Magadino,6573,Gambarogno,TI,it
Vira (Gambarogno),6574,Gambarogno,TI,it
S. Nazzaro,6575,Gambarogno,TI,it
Vairano,6575,Gambarogno,TI,it
Gerra (Gambarogno),6576,Gambarogno,TI,it
Ranzo,6577,Gambarogno,TI,it
Caviano,6578,Gambarogno,TI,it
Piazzogna,6579,Gambarogno,TI,it
Pianezzo,6582,Bellinzona,TI,it
S. Antonio (Val Morobbia),6583,Bellinzona,TI,it
Carena,6584,Bellinzona,TI,it
S. Antonino,6592,Sant'Antonino,TI,it
Cadenazzo,6593,Cadenazzo,TI,it
Contone,6594,Gambarogno,TI,it
Riazzino,6595,Lavertezzo,TI,it
Gordola,6596,Gordola,TI,it
Agarone,6597,Cugnasco-Gerra,TI,it
Tenero,6598,Tenero-Contra,TI,it
Robasacco,6599,Cadenazzo,TI,it
Locarno,6600,Locarno,TI,it
Locarno,6600,Locarno,TI,it
Solduno,6600,Locarno,TI,it
Muralto,6600,Muralto,TI,it
Locarno,6605,Locarno,TI,it
Mosogno,6611,Onsernone,TI,it
Gresso,6611,Onsernone,TI,it
Crana,6611,Onsernone,TI,it
Ascona,6612,Ascona,TI,it
Porto Ronco,6613,Ronco sopra Ascona,TI,it
Brissago,6614,Brissago,TI,it
Isole di Brissago,6614,Brissago,TI,it
Losone,6616,Losone,TI,it
Arcegno,6618,Losone,TI,it
Ronco sopra Ascona,6622,Ronco sopra Ascona,TI,it
Corippo,6631,Corippo,TI,it
Vogorno,6632,Vogorno,TI,it
Lavertezzo,6633,Lavertezzo,TI,it
Brione (Verzasca),6634,Brione (Verzasca),TI,it
Gerra (Verzasca),6635,Cugnasco-Gerra,TI,it
Frasco,6636,Frasco,TI,it
Sonogno,6637,Sonogno,TI,it
Orselina,6644,Orselina,TI,it
Brione sopra Minusio,6645,Brione sopra Minusio,TI,it
Contra,6646,Tenero-Contra,TI,it
Mergoscia,6647,Mergoscia,TI,it
Minusio,6648,Minusio,TI,it
Tegna,6652,Terre di Pedemonte,TI,it
Verscio,6653,Terre di Pedemonte,TI,it
Cavigliano,6654,Terre di Pedemonte,TI,it
Intragna,6655,Centovalli,TI,it
Verdasio,6655,Centovalli,TI,it
Rasa,6655,Centovalli,TI,it
Golino,6656,Centovalli,TI,it
Palagnedra,6657,Centovalli,TI,it
Borgnone,6658,Centovalli,TI,it
Camedo,6659,Centovalli,TI,it
Moneto,6659,Centovalli,TI,it
Loco,6661,Onsernone,TI,it
Auressio,6661,Onsernone,TI,it
Berzona,6661,Onsernone,TI,it
Russo,6662,Onsernone,TI,it
Comologno,6663,Onsernone,TI,it
Spruga,6663,Onsernone,TI,it
Vergeletto,6664,Onsernone,TI,it
Avegno,6670,Avegno Gordevio,TI,it
Gordevio,6672,Avegno Gordevio,TI,it
Maggia,6673,Maggia,TI,it
Someo,6674,Maggia,TI,it
Riveo,6674,Maggia,TI,it
Cevio,6675,Cevio,TI,it
Bignasco,6676,Cevio,TI,it
Aurigeno,6677,Maggia,TI,it
Moghegno,6677,Maggia,TI,it
Giumaglio,6678,Maggia,TI,it
Lodano,6678,Maggia,TI,it
Coglio,6678,Maggia,TI,it
Linescio,6682,Linescio,TI,it
Niva (Vallemaggia),6683,Campo (Vallemaggia),TI,it
Cerentino,6683,Cerentino,TI,it
Campo (Vallemaggia),6684,Campo (Vallemaggia),TI,it
Cimalmotto,6684,Campo (Vallemaggia),TI,it
Bosco/Gurin,6685,Bosco/Gurin,TI,de
Cavergno,6690,Cevio,TI,it
S. Carlo (Val Bavona),6690,Cevio,TI,it
Menzonio,6692,Lavizzara,TI,it
Brontallo,6692,Lavizzara,TI,it
Broglio,6693,Lavizzara,TI,it
Prato-Sornico,6694,Lavizzara,TI,it
Peccia,6695,Lavizzara,TI,it
Piano di Peccia,6695,Lavizzara,TI,it
Fusio,6696,Lavizzara,TI,it
Claro,6702,Bellinzona,TI,it
Osogna,6703,Riviera,TI,it
Cresciano,6705,Riviera,TI,it
Iragna,6707,Riviera,TI,it
Biasca,6710,Biasca,TI,it
Malvaglia,6713,Serravalle,TI,it
Semione,6714,Serravalle,TI,it
Dongio,6715,Acquarossa,TI,it
Acquarossa,6716,Acquarossa,TI,it
Leontica,6716,Acquarossa,TI,it
Lottigna,6716,Acquarossa,TI,it
Dangio,6717,Blenio,TI,it
Torre,6717,Blenio,TI,it
Olivone,6718,Blenio,TI,it
Camperio,6718,Blenio,TI,it
Aquila,6719,Blenio,TI,it
Aquila,6719,Blenio,TI,it
Campo (Blenio),6720,Blenio,TI,it
Ghirone,6720,Blenio,TI,it
Motto (Blenio),6721,Acquarossa,TI,it
Ludiano,6721,Serravalle,TI,it
Corzoneso,6722,Acquarossa,TI,it
Prugiasco,6723,Acquarossa,TI,it
Castro,6723,Acquarossa,TI,it
Marolta,6723,Acquarossa,TI,it
Ponto Valentino,6724,Acquarossa,TI,it
Largario,6724,Acquarossa,TI,it
Pollegio,6742,Pollegio,TI,it
Bodio TI,6743,Bodio,TI,it
Personico,6744,Personico,TI,it
Giornico,6745,Giornico,TI,it
Lavorgo,6746,Faido,TI,it
Calonico,6746,Faido,TI,it
Nivo,6746,Faido,TI,it
Chironico,6747,Faido,TI,it
Anzonico,6748,Faido,TI,it
Sobrio,6749,Faido,TI,it
Cavagnago,6749,Faido,TI,it
Faido,6760,Faido,TI,it
Molare,6760,Faido,TI,it
Calpiogna,6760,Faido,TI,it
Campello,6760,Faido,TI,it
Carì,6760,Faido,TI,it
Rossura,6760,Faido,TI,it
Osco,6763,Faido,TI,it
Mairengo,6763,Faido,TI,it
Chiggiogna,6764,Faido,TI,it
Rodi-Fiesso,6772,Prato (Leventina),TI,it
Prato (Leventina),6773,Prato (Leventina),TI,it
Dalpe,6774,Dalpe,TI,it
Ambrì,6775,Quinto,TI,it
Piotta,6776,Quinto,TI,it
Quinto,6777,Quinto,TI,it
Varenzo,6777,Quinto,TI,it
Airolo,6780,Airolo,TI,it
Madrano,6780,Airolo,TI,it
Villa Bedretto,6781,Bedretto,TI,it
Bedretto,6781,Bedretto,TI,it
Rivera,6802,Monteceneri,TI,it
Camignolo,6803,Monteceneri,TI,it
Bironico,6804,Monteceneri,TI,it
Mezzovico,6805,Mezzovico-Vira,TI,it
Mezzovico,6805,Mezzovico-Vira,TI,it
Sigirino,6806,Monteceneri,TI,it
Taverne,6807,Capriasca,TI,it
Taverne,6807,Torricella-Taverne,TI,it
Torricella,6808,Torricella-Taverne,TI,it
Medeglia,6809,Monteceneri,TI,it
Medeglia,6809,Comunanza Cadenazzo/Montecener,TI,it
Isone,6810,Isone,TI,it
Cadempino,6814,Cadempino,TI,it
Lamone,6814,Lamone,TI,it
Melide,6815,Melide,TI,it
Bissone,6816,Bissone,TI,it
Maroggia,6817,Maroggia,TI,it
Melano,6818,Melano,TI,it
Rovio,6821,Rovio,TI,it
Arogno,6822,Arogno,TI,it
Pugerna,6823,Arogno,TI,it
Capolago,6825,Rovio,TI,it
Capolago,6825,Mendrisio,TI,it
Riva San Vitale,6826,Riva San Vitale,TI,it
Brusino Arsizio,6827,Brusino Arsizio,TI,it
Balerna,6828,Balerna,TI,it
Chiasso,6830,Chiasso,TI,it
Pedrinate,6832,Chiasso,TI,it
Seseglio,6832,Chiasso,TI,it
Vacallo,6833,Vacallo,TI,it
Morbio Inferiore,6834,Morbio Inferiore,TI,it
Morbio Superiore,6835,Breggia,TI,it
Caneggio,6837,Breggia,TI,it
Bruzella,6837,Breggia,TI,it
Muggio,6838,Breggia,TI,it
Cabbio,6838,Breggia,TI,it
Scudellate,6838,Breggia,TI,it
Sagno,6839,Breggia,TI,it
Mendrisio,6850,Mendrisio,TI,it
Genestrerio,6852,Mendrisio,TI,it
Ligornetto,6853,Mendrisio,TI,it
S. Pietro,6854,Stabio,TI,it
Stabio,6855,Stabio,TI,it
Rancate,6862,Mendrisio,TI,it
Besazio,6863,Mendrisio,TI,it
Arzo,6864,Mendrisio,TI,it
Tremona,6865,Mendrisio,TI,it
Meride,6866,Mendrisio,TI,it
Serpiano,6867,Brusino Arsizio,TI,it
Salorino,6872,Mendrisio,TI,it
Somazzo,6872,Mendrisio,TI,it
Corteglia,6873,Castel San Pietro,TI,it
Castel San Pietro,6874,Castel San Pietro,TI,it
Monte,6875,Castel San Pietro,TI,it
Casima,6875,Castel San Pietro,TI,it
Campora,6875,Castel San Pietro,TI,it
Coldrerio,6877,Coldrerio,TI,it
Novazzano,6883,Novazzano,TI,it
Lugano,6900,Lugano,TI,it
Massagno,6900,Massagno,TI,it
Paradiso,6900,Paradiso,TI,it
Pazzallo,6912,Lugano,TI,it
Carabbia,6913,Lugano,TI,it
Carona,6914,Lugano,TI,it
Pambio-Noranco,6915,Lugano,TI,it
Grancia,6916,Grancia,TI,it
Barbengo,6917,Lugano,TI,it
Figino,6918,Lugano,TI,it
Carabietta,6919,Collina d'Oro,TI,it
Vico Morcote,6921,Vico Morcote,TI,it
Morcote,6922,Morcote,TI,it
Sorengo,6924,Sorengo,TI,it
Gentilino,6925,Collina d'Oro,TI,it
Montagnola,6926,Collina d'Oro,TI,it
Agra,6927,Collina d'Oro,TI,it
Manno,6928,Manno,TI,it
Gravesano,6929,Gravesano,TI,it
Bedano,6930,Bedano,TI,it
Breganzona,6932,Lugano,TI,it
Muzzano,6933,Muzzano,TI,it
Bioggio,6934,Bioggio,TI,it
Bosco Luganese,6935,Bioggio,TI,it
Cademario,6936,Cademario,TI,it
Breno,6937,Alto Malcantone,TI,it
Vezio,6938,Alto Malcantone,TI,it
Fescoggia,6938,Alto Malcantone,TI,it
Mugena,6939,Alto Malcantone,TI,it
Arosio,6939,Alto Malcantone,TI,it
Savosa,6942,Savosa,TI,it
Vezia,6943,Vezia,TI,it
Cureglia,6944,Cureglia,TI,it
Origlio,6945,Origlio,TI,it
Ponte Capriasca,6946,Ponte Capriasca,TI,it
Vaglio,6947,Capriasca,TI,it
Porza,6948,Porza,TI,it
Comano,6949,Comano,TI,it
Tesserete,6950,Capriasca,TI,it
Insone,6951,Lugano,TI,it
Scareglia,6951,Lugano,TI,it
Colla,6951,Lugano,TI,it
Bogno,6951,Lugano,TI,it
Cozzo,6951,Lugano,TI,it
Signôra,6951,Lugano,TI,it
Canobbio,6952,Canobbio,TI,it
Lugaggia,6953,Capriasca,TI,it
Sala Capriasca,6954,Capriasca,TI,it
Bigorio,6954,Capriasca,TI,it
Cagiallo,6955,Capriasca,TI,it
Oggio,6955,Capriasca,TI,it
Lopagno,6956,Capriasca,TI,it
Roveredo TI,6957,Capriasca,TI,it
Bidogno,6958,Capriasca,TI,it
Corticiasca,6958,Capriasca,TI,it
Corticiasca,6958,Capriasca,TI,it
Maglio di Colla,6959,Lugano,TI,it
Certara,6959,Lugano,TI,it
Curtina,6959,Lugano,TI,it
Cimadera,6959,Lugano,TI,it
Piandera Paese,6959,Lugano,TI,it
Piandera Paese,6959,Lugano,TI,it
Odogno,6960,Capriasca,TI,it
Viganello,6962,Lugano,TI,it
Pregassona,6963,Lugano,TI,it
Cureggia,6963,Lugano,TI,it
Davesco-Soragno,6964,Lugano,TI,it
Cadro,6965,Lugano,TI,it
Villa Luganese,6966,Lugano,TI,it
Dino,6967,Lugano,TI,it
Sonvico,6968,Lugano,TI,it
Aldesago,6974,Lugano,TI,it
Castagnola,6976,Lugano,TI,it
Ruvigliana,6977,Lugano,TI,it
Gandria,6978,Lugano,TI,it
Brè sopra Lugano,6979,Lugano,TI,it
Castelrotto,6980,Croglio,TI,it
Bedigliora,6981,Bedigliora,TI,it
Bedigliora,6981,Bedigliora,TI,it
Banco,6981,Bedigliora,TI,it
Biogno-Beride,6981,Croglio,TI,it
Bombinasco,6981,Curio,TI,it
Agno,6982,Agno,TI,it
Magliaso,6983,Magliaso,TI,it
Pura,6984,Pura,TI,it
Curio,6986,Curio,TI,it
Miglieglia,6986,Miglieglia,TI,it
Novaggio,6986,Novaggio,TI,it
Caslano,6987,Caslano,TI,it
Ponte Tresa,6988,Ponte Tresa,TI,it
Purasca,6989,Croglio,TI,it
Cassina d'Agno,6990,Agno,TI,it
Neggio,6991,Neggio,TI,it
Cimo,6992,Bioggio,TI,it
Vernate,6992,Vernate,TI,it
Iseo,6993,Bioggio,TI,it
Aranno,6994,Aranno,TI,it
Madonna del Piano,6995,Croglio,TI,it
Sessa,6997,Sessa,TI,it
Monteggio,6998,Monteggio,TI,it
Astano,6999,Astano,TI,it
Chur,7000,Chur,GR,de
Felsberg,7012,Felsberg,GR,de
Domat/Ems,7013,Domat/Ems,GR,rm
Trin,7014,Trin,GR,rm
Tamins,7015,Tamins,GR,de
Trin Mulin,7016,Trin,GR,rm
Flims Dorf,7017,Flims,GR,rm
Flims Waldhaus,7018,Flims,GR,rm
Fidaz,7019,Flims,GR,rm
Haldenstein,7023,Haldenstein,GR,de
Maladers,7026,Maladers,GR,de
Castiel,7027,Arosa,GR,de
Lüen,7027,Arosa,GR,de
Calfreisen,7027,Arosa,GR,de
St. Peter,7028,Arosa,GR,de
Pagig,7028,Arosa,GR,de
Peist,7029,Arosa,GR,de
Laax GR,7031,Laax,GR,rm
Laax GR 2,7032,Laax,GR,rm
Arosa,7050,Arosa,GR,de
Molinis,7056,Arosa,GR,de
Langwies,7057,Arosa,GR,de
Litzirüti,7058,Arosa,GR,de
Passugg,7062,Churwalden,GR,de
Praden,7063,Tschiertschen-Praden,GR,de
Tschiertschen,7064,Tschiertschen-Praden,GR,de
Malix,7074,Churwalden,GR,de
Churwalden,7075,Churwalden,GR,de
Parpan,7076,Churwalden,GR,de
Valbella,7077,Vaz/Obervaz,GR,rm
Lenzerheide/Lai,7078,Vaz/Obervaz,GR,rm
Vaz/Obervaz,7082,Vaz/Obervaz,GR,rm
Lantsch/Lenz,7083,Lantsch/Lenz,GR,rm
Brienz/Brinzauls,7084,Albula/Alvra,GR,rm
Versam,7104,Safiental,GR,de
Tenna,7106,Safiental,GR,de
Safien Platz,7107,Safiental,GR,de
Thalkirch,7109,Safiental,GR,de
Peiden,7110,Lumnezia,GR,rm
Pitasch,7111,Ilanz/Glion,GR,rm
Duvin,7112,Ilanz/Glion,GR,rm
Camuns,7113,Lumnezia,GR,rm
Uors (Lumnezia),7114,Lumnezia,GR,rm
Surcasti,7115,Lumnezia,GR,rm
St. Martin (Lugnez),7116,Vals,GR,de
Tersnaus,7116,Lumnezia,GR,rm
Valendas,7122,Safiental,GR,de
Castrisch,7126,Ilanz/Glion,GR,rm
Sevgein,7127,Ilanz/Glion,GR,rm
Riein,7128,Ilanz/Glion,GR,rm
Ilanz,7130,Ilanz/Glion,GR,rm
Schnaus,7130,Ilanz/Glion,GR,rm
Schnaus,7130,Ilanz/Glion,GR,rm
Vals,7132,Vals,GR,de
Obersaxen,7134,Obersaxen Mundaun,GR,de
Flond,7137,Obersaxen Mundaun,GR,rm
Surcuolm,7138,Obersaxen Mundaun,GR,rm
Luven,7141,Ilanz/Glion,GR,rm
Cumbel,7142,Lumnezia,GR,rm
Morissen,7143,Lumnezia,GR,rm
Vella,7144,Lumnezia,GR,rm
Degen,7145,Lumnezia,GR,rm
Vattiz,7146,Lumnezia,GR,rm
Vignogn,7147,Lumnezia,GR,rm
Lumbrein,7148,Lumnezia,GR,rm
Vrin,7149,Lumnezia,GR,rm
Schluein,7151,Schluein,GR,rm
Sagogn,7152,Sagogn,GR,rm
Falera,7153,Falera,GR,rm
Ruschein,7154,Ilanz/Glion,GR,rm
Ladir,7155,Ilanz/Glion,GR,rm
Ladir,7155,Ilanz/Glion,GR,rm
Rueun,7156,Ilanz/Glion,GR,rm
Pigniu,7156,Ilanz/Glion,GR,rm
Siat,7157,Ilanz/Glion,GR,rm
Waltensburg/Vuorz,7158,Breil/Brigels,GR,rm
Andiast,7159,Breil/Brigels,GR,rm
Tavanasa,7162,Breil/Brigels,GR,rm
Danis,7163,Breil/Brigels,GR,rm
Dardin,7164,Breil/Brigels,GR,rm
Breil/Brigels,7165,Breil/Brigels,GR,rm
Trun,7166,Trun,GR,rm
Zignau,7167,Trun,GR,rm
Schlans,7168,Trun,GR,rm
Rabius,7172,Sumvitg,GR,rm
Surrein,7173,Sumvitg,GR,rm
S. Benedetg,7174,Sumvitg,GR,rm
Sumvitg,7175,Sumvitg,GR,rm
Cumpadials,7176,Sumvitg,GR,rm
Disentis/Mustér,7180,Disentis/Mustér,GR,rm
Cavardiras,7182,Disentis/Mustér,GR,rm
Mumpé Medel,7183,Disentis/Mustér,GR,rm
Curaglia,7184,Medel (Lucmagn),GR,rm
Platta,7185,Medel (Lucmagn),GR,rm
Segnas,7186,Disentis/Mustér,GR,rm
Camischolas,7187,Tujetsch,GR,rm
Sedrun,7188,Tujetsch,GR,rm
Rueras,7189,Tujetsch,GR,rm
Says,7202,Trimmis,GR,de
Trimmis,7203,Trimmis,GR,de
Untervaz,7204,Untervaz,GR,de
Zizers,7205,Zizers,GR,de
Igis,7206,Landquart,GR,de
Malans GR,7208,Malans,GR,de
Seewis Dorf,7212,Seewis im Prättigau,GR,de
Seewis-Pardisla,7212,Seewis im Prättigau,GR,de
Seewis-Schmitten,7212,Seewis im Prättigau,GR,de
Valzeina,7213,Grüsch,GR,de
Grüsch,7214,Grüsch,GR,de
Fanas,7215,Grüsch,GR,de
Schiers,7220,Schiers,GR,de
Schiers,7220,Schiers,GR,de
Lunden,7222,Schiers,GR,de
Buchen im Prättigau,7223,Luzein,GR,de
Putz,7224,Luzein,GR,de
Stels,7226,Schiers,GR,de
Stels,7226,Schiers,GR,de
Fajauna,7226,Schiers,GR,de
Schuders,7228,Schiers,GR,de
Pusserein,7228,Schiers,GR,de
Pragg-Jenaz,7231,Jenaz,GR,de
Furna,7232,Furna,GR,de
Jenaz,7233,Jenaz,GR,de
Fideris,7235,Fideris,GR,de
Küblis,7240,Küblis,GR,de
Conters im Prättigau,7241,Conters im Prättigau,GR,de
Luzein,7242,Luzein,GR,de
Pany,7243,Luzein,GR,de
Gadenstätt,7244,Luzein,GR,de
Ascharina,7245,Luzein,GR,de
St. Antönien,7246,Luzein,GR,de
Saas im Prättigau,7247,Klosters-Serneus,GR,de
Serneus,7249,Klosters-Serneus,GR,de
Klosters,7250,Klosters-Serneus,GR,de
Klosters Dorf,7252,Klosters-Serneus,GR,de
Davos Dorf,7260,Davos,GR,de
Davos Wolfgang,7265,Davos,GR,de
Davos Platz,7270,Davos,GR,de
Davos Clavadel,7272,Davos,GR,de
Davos Frauenkirch,7276,Davos,GR,de
Davos Glaris,7277,Davos,GR,de
Davos Monstein,7278,Davos,GR,de
Landquart,7302,Landquart,GR,de
Mastrils,7303,Landquart,GR,de
Maienfeld,7304,Maienfeld,GR,de
Fläsch,7306,Fläsch,GR,de
Jenins,7307,Jenins,GR,de
Bad Ragaz,7310,Bad Ragaz,SG,de
Pfäfers,7312,Pfäfers,SG,de
St. Margrethenberg,7313,Pfäfers,SG,de
Vadura,7314,Pfäfers,SG,de
Vättis,7315,Pfäfers,SG,de
Valens,7317,Pfäfers,SG,de
Vasön,7317,Pfäfers,SG,de
Sargans,7320,Sargans,SG,de
Wangs,7323,Vilters-Wangs,SG,de
Wangs,7323,Vilters-Wangs,SG,de
Vilters,7324,Vilters-Wangs,SG,de
Schwendi im Weisstannental,7325,Mels,SG,de
Weisstannen,7326,Mels,SG,de
Bonaduz,7402,Bonaduz,GR,de
Rhäzüns,7403,Rhäzüns,GR,rm
Feldis/Veulden,7404,Domleschg,GR,rm
Rothenbrunnen,7405,Rothenbrunnen,GR,rm
Trans,7407,Domleschg,GR,rm
Cazis,7408,Cazis,GR,rm
Sils im Domleschg,7411,Sils im Domleschg,GR,de
Scharans,7412,Scharans,GR,rm
